,Step,Selected Workload,Number of Represented Workload-Expcific Influences,Information Loss Within Remaining Influences,Information Loss,Expected Information Loss Remaining Per Option Per Env,Information Loss Reduction,Unfinished Options,Unrepresented Envs,Relative Number of Represented Workload-Expcific Influences
0,1,blue_sky_1080p25_short.y4m,215,18.282049578369197,37.08219597686344,0.9622131357036421,,9,8,0.10208926875593542
1,1,sintel_trailer_2k_720p24_short.y4m,206,31.052870647347937,50.74630403673252,1.1090310945481405,,10,8,0.09781576448243115
2,1,riverbed_1080p25_short.y4m,195,54.24499911584344,79.3826802885199,1.3908974132267549,,11,8,0.09259259259259259
3,1,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,220,11.290005171463534,29.474665871616534,0.8064289408188239,,9,6,0.10446343779677113
4,1,pedestrian_area_1080p25_short.y4m,199,41.956693755942084,59.24510696935356,1.1987626787412025,,12,8,0.09449192782526115
5,1,Johnny_1280x720_60_short.y4m,199,39.732412890028826,59.18268539225015,1.1352117968579665,,11,8,0.09449192782526115
6,1,sd_city_4cif_short.y4m,193,49.7982127198474,70.63649185642927,1.2145905541426198,,12,8,0.09164292497625831
7,1,sd_crew_cif_short.y4m,221,13.124759911201132,28.42759411753968,1.0095969162462408,,7,6,0.10493827160493827
8,1,sd_bridge_close_cif_short.y4m,213,26.07342812139865,40.691812407475005,1.2415918153046972,,8,8,0.10113960113960115
